F1,F2,F3,F4,F5,X,Y,Z,C1,C2,cl
523,582,749,540,769,68,232,59,0,0,which
479,706,481,559,554,166,41,147,1,0,where
476,633,413,342,498,76,194,197,1,0,her
395,518,784,589,513,86,166,143,1,0,fifty
473,565,518,438,957,205,218,48,0,0,n
535,692,507,589,537,175,30,137,1,0,where
524,397,831,564,812,52,39,128,0,1,eat
596,818,720,456,455,52,45,233,0,0,has
673,503,749,543,321,88,95,50,1,0,hat
810,333,364,830,733,98,187,191,0,1,nine
618,393,829,887,695,112,84,197,0,1,home
564,601,499,672,385,42,202,56,0,1,time
883,591,852,601,712,16,123,109,0,0,four
445,336,480,397,751,84,132,225,0,0,outside
882,459,724,605,582,195,27,219,1,0,m
339,415,796,564,586,189,90,195,0,1,d
373,483,524,772,571,95,209,205,0,0,hair
446,725,692,805,649,66,160,72,0,1,sixty
633,800,507,433,746,203,69,115,1,0,g
425,457,732,503,702,148,206,212,0,1,water
793,538,729,839,801,234,176,125,0,0,food
892,544,592,785,446,209,24,216,1,1,j
392,449,360,397,476,42,37,33,1,1,e
456,363,819,443,388,132,70,106,1,1,no
791,400,321,863,771,89,212,184,0,1,nine
438,528,805,667,859,13,183,80,0,1,him
442,601,506,462,918,193,217,27,0,0,n
835,829,624,601,823,226,117,225,1,1,years
501,458,821,851,470,51,96,190,0,1,k
495,722,507,624,546,144,40,165,1,0,where
741,481,746,557,342,106,118,51,1,1,hat
802,565,762,745,769,199,227,210,1,1,z
380,698,791,424,469,121,215,56,1,1,hand
356,453,723,541,640,182,88,187,1,1,d
445,796,709,831,681,45,127,64,0,1,sixty
662,725,454,842,880,128,188,143,0,1,happy
654,429,424,550,584,145,78,226,0,1,why
373,457,380,357,505,51,72,47,1,0,e
802,844,352,411,392,95,115,104,0,0,of
628,591,448,569,824,88,83,99,0,1,hands
382,639,630,683,455,49,41,141,0,0,l
688,535,735,519,385,91,105,42,1,0,hat
471,507,842,648,854,40,209,87,0,1,him
642,402,581,586,877,53,30,47,1,0,other
540,644,440,718,885,10,98,32,0,0,w
888,583,616,754,491,187,13,193,1,1,j
641,818,583,588,639,140,41,66,1,0,q
585,568,715,406,696,155,241,78,1,1,t
825,447,662,681,521,90,227,83,0,0,you
582,872,743,419,419,52,48,202,0,0,has
927,398,655,606,592,166,23,240,1,0,m
653,402,469,487,606,129,57,222,0,1,why
622,397,791,862,672,98,67,229,0,0,home
856,375,362,811,825,255,187,69,1,0,he
782,417,651,717,533,85,215,79,0,0,you
470,695,453,370,646,131,23,166,0,1,your
612,774,730,505,805,15,183,34,1,0,drink
402,867,461,558,418,72,97,108,0,1,hours
674,851,586,553,650,125,40,33,1,0,q
350,822,861,484,390,49,91,145,1,0,a
635,399,592,604,902,67,111,49,1,0,eight
683,417,677,676,457,216,66,119,0,0,or
609,393,579,599,879,68,89,72,1,0,eight
870,360,363,815,842,223,173,67,1,0,he
434,376,443,383,732,111,154,209,0,0,outside
844,474,875,420,629,36,189,168,1,0,hate
618,351,568,620,853,67,84,67,1,1,eight
786,609,786,723,763,187,206,209,1,1,z
544,478,502,567,484,61,172,92,0,0,yesterday
468,838,427,516,836,102,168,109,0,0,three
903,576,593,800,494,198,2,193,1,1,j
641,851,563,568,584,101,44,42,1,0,q
497,636,691,498,857,37,218,40,0,0,seven
489,428,844,850,434,36,92,180,0,1,k
506,463,854,607,803,32,55,127,0,1,eat
608,769,519,486,737,167,87,117,1,0,g
733,421,729,689,418,204,80,145,0,0,or
679,409,844,892,649,116,65,215,0,0,home
396,532,796,582,520,80,156,151,1,0,fifty
547,831,420,699,727,184,45,100,0,1,one
402,515,488,737,566,93,212,233,0,0,hair
456,891,763,901,663,172,201,11,1,0,their
693,337,506,591,847,74,39,52,1,0,other
419,588,766,624,508,87,150,155,1,0,fifty
449,365,425,381,757,119,137,226,0,0,outside
915,492,581,562,626,200,19,235,1,1,m
763,545,696,849,787,220,178,122,1,0,food
698,366,648,868,574,17,76,40,0,1,h
618,403,580,564,875,75,103,53,1,0,eight
732,792,731,543,857,205,22,199,0,1,v
594,431,594,422,517,52,40,224,0,1,hungry
878,575,798,595,691,0,151,89,0,0,four
457,349,471,371,729,86,150,205,0,0,outside
485,490,733,512,599,126,200,181,0,1,water
833,374,356,884,787,240,154,83,1,0,he
628,860,786,398,462,58,53,207,0,0,has
881,534,711,738,888,41,94,165,0,1,p
787,530,673,815,810,233,173,136,1,0,food
883,609,827,621,738,39,143,106,0,0,four
564,551,631,394,494,200,211,219,0,0,hour
368,872,291,422,817,193,49,151,1,0,ten
629,388,589,586,887,53,19,53,1,1,other
537,644,405,382,497,54,210,174,1,0,her
649,739,626,753,859,194,67,52,0,0,thank
465,360,452,385,737,89,132,190,0,0,outside
462,842,787,854,609,160,199,20,1,0,their
611,456,459,514,614,143,53,237,0,1,why
481,701,510,369,675,172,15,165,0,1,your
359,882,854,470,318,55,109,120,1,1,a
391,440,510,701,523,81,225,226,0,0,hair
632,438,398,886,456,128,112,99,0,1,y
578,537,515,634,763,103,97,100,0,1,hands
693,326,688,887,580,36,86,50,0,1,h
709,878,445,442,775,46,195,120,0,0,i
820,837,616,576,800,230,91,210,1,1,years
489,722,576,597,544,188,39,141,1,0,where
394,688,614,644,494,54,50,121,0,0,l
666,787,483,856,827,115,202,20,1,1,b
782,333,355,841,770,111,193,190,0,1,nine
712,499,759,657,440,213,64,148,0,0,or
878,422,644,581,610,174,39,221,1,0,m
563,843,472,872,479,223,169,74,1,0,head
915,605,590,793,428,233,9,194,1,1,j
645,417,553,596,838,65,28,53,1,0,other
504,435,877,819,369,51,92,195,0,1,k
632,567,577,825,710,27,199,91,0,1,o
885,805,658,446,366,167,192,92,0,1,have
466,520,789,665,801,25,205,91,0,1,him
366,769,786,501,396,40,60,123,0,1,a
400,612,506,430,913,207,177,38,0,0,n
349,880,342,410,866,203,56,157,1,0,ten
569,600,716,396,765,179,241,69,1,0,t
659,832,442,838,839,116,192,53,1,1,b
613,427,566,425,495,55,49,198,0,1,hungry
592,586,555,526,828,77,84,87,0,1,hands
585,736,891,691,858,176,60,164,0,1,f
800,876,552,757,430,58,151,231,1,0,take
657,385,574,606,877,67,47,78,1,0,other
623,834,751,439,418,51,57,201,0,0,has
665,465,740,707,434,194,56,116,0,0,or
524,429,795,613,791,23,42,142,0,1,eat
751,798,428,428,408,121,93,96,0,0,of
512,584,661,505,852,50,220,56,0,0,seven
434,385,832,447,441,144,74,88,1,1,no
438,737,844,779,461,144,195,195,0,1,two
780,576,726,727,752,185,226,205,1,1,z
816,842,365,393,431,101,83,110,0,0,of
708,427,681,691,438,203,52,137,0,0,or
347,807,778,498,380,80,83,145,1,1,a
476,887,819,880,624,173,179,32,1,1,their
762,760,718,521,841,191,34,189,1,1,v
645,563,539,582,829,98,83,83,0,1,hands
382,570,853,629,522,77,163,146,1,0,fifty
795,895,721,403,740,154,47,112,1,1,r
719,761,690,494,839,212,26,188,0,1,v
534,441,712,521,879,104,200,200,1,0,apple
481,333,445,378,716,135,148,196,0,0,outside
869,431,470,440,811,32,150,126,1,0,heavy
472,814,440,524,899,99,192,119,0,0,three
683,747,484,840,888,152,172,133,1,1,happy
842,840,590,609,859,216,108,245,1,1,years
627,428,426,533,644,143,75,232,0,1,why
692,873,532,740,335,184,25,159,1,1,yes
507,617,439,377,522,77,219,178,1,0,her
766,448,621,696,537,84,217,74,0,0,you
689,491,546,832,804,246,80,184,0,1,half
380,449,367,335,457,19,41,18,1,0,e
654,357,671,893,598,51,67,57,0,1,h
494,490,852,634,822,46,198,93,0,1,him
402,697,814,468,464,106,231,67,1,1,hand
725,811,487,731,383,164,34,155,1,1,yes
725,479,748,680,473,222,59,115,0,0,or
451,355,455,378,752,116,143,211,0,0,outside
792,360,374,833,703,87,190,182,0,1,nine
802,865,684,394,697,190,59,122,0,0,r
553,625,696,440,456,116,103,149,1,0,u
686,696,486,789,849,128,178,139,0,1,happy
399,688,663,659,511,55,47,132,0,0,l
909,531,694,748,935,19,60,148,0,0,p
561,455,847,841,431,48,89,163,0,1,k
580,502,504,410,464,194,73,184,0,0,six
848,454,889,438,610,60,180,161,1,0,hate
657,760,689,543,793,35,159,40,0,0,drink
594,856,421,867,516,192,149,49,1,0,head
458,475,724,549,697,121,207,192,0,1,water
886,426,681,593,566,194,14,215,1,0,m
468,817,418,501,873,90,145,114,0,0,three
893,512,730,743,861,28,79,168,0,1,p
791,875,662,404,686,172,58,119,1,0,r
903,442,512,402,865,54,152,128,1,0,heavy
428,589,526,776,375,168,175,51,1,1,thirty
810,401,722,396,484,123,224,84,1,0,year
419,391,790,490,437,141,70,107,1,1,no
649,570,572,810,652,49,196,100,1,1,o
671,403,419,489,639,125,80,224,0,1,why
778,855,410,693,482,111,160,224,1,1,once
873,842,634,483,405,180,187,104,0,1,have
424,652,758,406,573,207,187,193,1,0,x
511,387,804,615,765,25,55,151,0,1,eat
461,820,823,880,638,131,198,18,1,0,their
591,530,479,382,452,225,101,196,0,0,six
688,463,460,845,438,96,77,73,0,1,y
666,825,451,750,371,154,23,138,1,1,yes
400,425,367,400,541,21,52,42,1,0,e
578,434,513,581,474,35,182,103,0,0,yesterday
521,808,417,586,627,162,125,156,1,1,s
592,443,657,408,529,55,51,218,0,1,hungry
796,384,752,409,535,116,218,72,1,0,year
362,520,685,393,836,227,227,166,0,1,when
556,588,802,574,809,70,250,39,0,0,which
506,687,561,626,607,169,77,154,1,0,where
550,847,448,869,466,215,177,71,1,0,head
586,589,605,458,483,199,201,195,0,0,hour
636,363,611,547,854,71,86,63,1,0,eight
449,844,387,540,923,78,163,115,0,0,three
699,563,728,554,352,75,88,39,0,0,hat
677,710,515,452,432,35,18,177,0,1,house
718,583,734,536,375,85,94,49,0,0,hat
830,514,501,693,812,64,58,72,0,0,c
509,477,868,848,425,67,80,184,0,1,k
503,687,551,614,568,161,27,131,1,0,where
686,722,451,475,476,14,19,200,0,1,house
674,381,534,598,890,69,46,39,0,0,other
376,856,359,415,824,203,83,166,1,0,ten
411,541,817,588,507,115,165,155,1,1,fifty
442,594,800,437,605,186,184,186,1,0,x
352,460,514,737,535,68,216,220,0,0,hair
673,592,505,799,355,50,83,42,0,1,age
611,618,530,643,421,22,177,86,0,1,time
634,764,517,457,724,192,63,121,1,0,g
711,689,461,432,489,32,30,169,0,0,house
604,743,565,440,732,199,74,111,1,0,g
409,550,860,607,502,86,158,173,1,0,fifty
404,669,616,683,497,19,60,128,0,0,l
603,629,525,648,368,6,206,93,0,1,time
511,684,575,591,546,151,41,150,1,0,where
668,809,489,856,870,100,201,55,1,1,b
441,395,450,344,767,92,138,214,0,0,outside
542,574,454,393,444,222,219,48,1,1,them
506,504,874,834,484,56,115,204,0,1,k
496,484,731,488,883,123,172,185,1,0,apple
865,357,475,780,477,157,63,211,0,0,how
357,633,842,559,362,204,215,49,1,1,old
556,614,449,718,905,36,88,40,0,0,w
547,834,402,727,715,160,33,108,0,1,one
596,590,583,400,477,191,193,203,0,0,hour
898,429,674,581,618,198,35,225,1,0,m
709,523,724,534,349,79,102,52,1,0,hat
644,719,454,843,836,106,194,133,0,1,happy
638,362,559,602,872,58,59,61,1,0,eight
762,521,733,805,835,219,160,134,1,0,food
727,844,449,433,800,35,177,82,0,0,i
625,730,856,741,877,156,56,155,0,1,f
600,896,524,653,399,121,17,120,1,0,opposite
343,637,865,553,350,223,233,74,1,1,old
775,546,720,832,768,217,163,145,1,0,food
643,582,539,608,442,18,190,68,0,1,time
837,336,563,729,528,146,59,205,1,0,how
387,900,390,428,841,222,75,143,1,1,ten
791,412,647,710,503,83,231,118,0,0,you
432,516,834,667,803,45,182,108,0,1,him
753,387,714,361,554,149,232,82,1,0,year
419,478,771,556,592,189,109,203,1,0,d
498,661,446,395,496,65,215,201,1,0,her
909,394,660,582,633,183,46,234,1,0,m
484,471,878,859,432,79,94,202,0,1,k
604,600,534,657,386,27,194,69,0,1,time
394,482,765,583,636,172,82,199,1,1,d
794,604,724,839,781,233,194,121,1,0,food
376,783,814,507,366,67,98,128,1,1,a
696,438,532,845,827,204,63,165,0,1,half
362,449,810,557,597,183,81,196,1,1,d
621,421,555,567,851,80,9,44,1,0,other
432,351,498,400,734,86,154,248,0,0,outside
655,844,434,856,817,98,186,47,1,1,b
870,592,856,617,727,10,154,95,0,0,four
422,593,812,397,594,194,221,198,1,0,x
841,333,560,774,495,141,98,219,1,0,how
380,682,621,702,473,29,58,132,0,0,l
689,722,477,836,842,120,194,153,0,1,happy
621,736,532,477,773,214,75,104,1,0,g
603,605,709,428,704,182,229,77,1,1,t
927,618,869,612,758,30,137,122,0,0,four
639,729,485,430,719,199,72,120,1,0,g
888,588,612,772,474,206,27,206,1,1,j
425,588,781,595,548,95,163,154,1,0,fifty
495,945,849,890,398,92,120,172,0,0,twenty
779,497,510,673,759,68,69,104,1,0,c
811,818,407,388,420,117,76,118,0,0,of
463,857,393,539,899,73,161,83,0,0,three
740,544,717,817,797,210,178,139,0,0,food
897,492,743,748,855,29,98,151,0,0,p
544,609,700,405,740,174,237,82,1,0,t
443,621,523,750,417,186,199,41,1,0,thirty
635,345,856,844,657,97,60,195,0,0,home
375,698,831,434,455,114,198,55,1,1,hand
382,688,671,673,489,59,59,141,0,0,l
486,714,566,624,583,148,26,144,1,0,where
462,823,457,534,866,100,155,98,0,0,three
442,357,452,394,740,101,144,197,0,0,outside
843,367,392,812,859,254,165,96,1,0,he
478,754,707,808,639,58,130,82,0,1,sixty
890,469,743,705,889,42,89,165,0,1,p
484,638,438,381,508,79,224,206,1,0,her
790,377,762,428,501,112,215,79,1,0,year
389,675,602,714,476,29,54,142,0,1,l
471,575,465,396,427,227,227,52,1,1,them
525,461,493,562,530,47,195,93,0,0,yesterday
790,824,620,536,785,247,106,228,1,1,years
595,394,580,586,865,85,84,69,1,0,eight
728,518,711,567,348,67,104,25,1,0,hat
914,428,643,572,627,199,50,212,1,0,m
945,547,560,786,504,204,22,224,1,1,j
628,370,762,845,649,124,77,201,0,0,home
505,862,426,547,850,99,156,113,0,0,three
493,607,683,458,885,32,200,36,0,0,seven
598,512,514,391,424,217,89,190,0,0,six
704,449,704,654,441,212,62,126,0,0,or
603,580,708,419,751,158,242,69,1,0,t
576,604,555,430,451,192,184,220,0,0,hour
812,800,573,586,826,232,97,234,1,1,years
593,441,619,447,544,59,85,216,0,1,hungry
432,588,480,775,426,172,177,36,1,1,thirty
450,713,472,375,672,151,42,163,0,1,your
623,759,520,478,739,192,74,112,1,0,g
345,810,844,506,353,71,90,119,1,1,a
649,434,531,607,887,54,15,25,1,0,other
498,741,718,799,682,73,145,87,0,1,sixty
684,686,484,904,875,136,181,149,1,1,happy
453,567,473,783,429,200,186,27,0,1,thirty
720,465,687,682,470,204,62,123,0,0,or
433,879,776,884,586,165,188,36,1,0,their
907,412,416,423,823,44,139,133,1,0,heavy
332,475,776,553,557,173,83,194,1,1,d
801,822,452,576,438,72,56,210,0,1,five
376,643,354,739,593,151,114,35,0,1,hello
776,797,397,417,397,104,88,109,0,0,of
803,842,479,553,427,46,71,179,1,1,five
751,900,525,708,441,48,161,218,0,0,take
786,865,417,568,429,40,74,170,0,1,five
654,799,685,507,873,45,160,58,1,0,drink
461,584,466,432,903,192,196,34,0,0,n
676,429,560,594,845,55,36,49,1,0,other
822,327,541,774,495,127,56,212,1,1,how
598,611,490,627,804,97,71,82,0,1,hands
788,587,734,788,807,179,209,197,1,1,z
539,636,685,426,465,103,110,122,1,0,u
398,745,767,796,488,169,228,191,1,0,two
630,778,558,481,717,201,72,122,1,0,g
511,595,690,498,829,47,231,44,0,0,seven
809,872,619,544,831,237,92,231,1,0,years
563,589,499,609,803,84,61,103,0,1,hands
650,799,452,811,824,87,187,54,1,1,b
591,826,734,444,518,46,46,215,0,0,has
500,465,845,838,439,62,97,168,0,1,k
504,866,851,910,383,80,117,212,0,0,twenty
541,587,389,709,902,22,77,49,0,0,w
444,712,507,414,708,156,31,168,0,1,your
407,578,772,572,542,119,201,155,1,0,fifty
746,815,444,468,763,66,201,97,0,0,i
456,368,434,390,764,113,118,199,0,0,outside
661,486,409,937,398,123,97,92,0,1,y
571,508,514,410,449,201,124,180,0,0,six
705,453,559,833,811,244,79,159,0,1,half
564,605,718,433,401,94,92,134,1,0,u
339,830,803,535,370,43,85,117,1,1,a
633,374,522,569,851,45,23,45,1,0,other
675,841,476,721,334,162,38,118,1,1,yes
345,723,792,440,485,128,198,63,1,1,hand
336,731,360,747,621,143,125,56,0,1,hello
819,797,367,415,431,115,91,84,0,0,of
375,625,616,669,478,60,51,140,0,0,l
334,654,890,562,360,209,223,65,1,1,old
755,825,397,442,794,24,182,81,0,0,i
488,890,788,872,608,146,179,13,1,0,their
875,849,648,493,352,182,196,95,1,1,have
721,566,729,696,769,179,232,193,1,1,z
888,464,765,714,891,16,83,142,0,1,p
482,597,674,530,861,30,214,46,0,0,seven
533,465,724,472,896,125,180,204,1,0,apple
501,776,454,554,587,190,125,174,1,1,s
343,601,906,549,406,212,241,56,1,1,old
512,609,677,495,865,67,218,52,0,0,seven
433,881,805,930,381,82,116,203,0,0,twenty
902,451,686,622,616,176,27,244,1,0,m
813,881,701,343,722,175,56,131,1,0,r
938,427,471,391,869,59,147,130,1,0,heavy
776,888,532,776,427,85,169,216,0,0,take
570,531,513,395,445,197,119,180,0,0,six
918,444,610,548,616,204,23,224,1,1,m
810,390,317,857,740,125,209,172,0,1,nine
492,577,451,373,436,239,219,50,1,1,them
530,616,491,666,884,4,86,48,0,0,w
644,401,403,546,632,123,71,205,0,1,why
717,758,729,557,849,200,55,160,0,1,v
872,428,480,431,828,55,134,134,1,0,heavy
754,454,690,722,450,187,58,135,0,0,or
609,614,505,800,352,48,72,24,1,0,age
623,372,562,592,882,75,93,72,1,0,eight
458,640,525,393,669,153,8,192,0,1,your
734,846,483,644,431,111,190,217,1,1,once
725,717,448,468,456,36,28,173,0,1,house
363,396,475,770,540,105,225,223,0,0,hair
459,512,806,650,811,38,178,85,0,1,him
672,744,474,843,845,80,223,49,1,0,b
775,852,425,651,471,127,163,210,1,1,once
666,801,544,555,651,146,66,65,0,0,q
548,541,508,382,446,201,95,177,0,0,six
705,875,491,458,772,53,195,89,0,0,i
724,852,396,467,739,56,186,87,0,0,i
846,835,657,571,816,251,103,214,1,1,years
756,850,705,418,674,156,60,125,1,0,r
785,812,405,388,411,111,89,105,0,0,of
428,356,777,481,387,113,104,121,1,1,no
808,347,524,786,548,158,40,195,1,0,how
567,615,493,641,442,29,187,52,0,1,time
714,749,663,751,872,192,78,38,0,1,thank
495,774,440,534,546,204,145,170,1,1,s
365,875,360,400,873,210,26,189,0,0,ten
400,525,830,566,469,92,168,162,0,0,fifty
676,349,736,879,583,30,80,55,0,1,h
632,384,637,611,846,90,114,77,1,0,eight
570,853,444,833,498,189,178,53,1,0,head
514,442,803,649,757,39,55,143,0,1,eat
580,628,424,697,886,20,99,1,0,0,w
380,460,803,590,604,184,102,191,1,1,d
679,677,427,455,449,23,11,196,0,1,house
600,685,868,763,859,178,49,187,0,1,f
710,611,699,566,325,79,85,58,1,0,hat
372,870,516,534,459,83,103,124,1,1,hours
623,399,600,598,871,83,98,56,1,0,eight
877,550,609,770,503,197,21,214,1,1,j
625,561,544,832,652,40,180,84,0,1,o
452,794,839,799,417,166,196,182,0,1,two
648,388,556,569,863,64,34,47,1,0,other
621,740,698,534,836,20,169,27,1,1,drink
670,732,490,828,865,132,182,131,0,0,happy
532,584,729,411,682,172,230,81,1,0,t
436,577,476,761,433,188,188,45,1,1,thirty
356,817,838,506,368,60,85,136,1,1,a
865,821,639,467,352,175,200,77,0,1,have
796,799,389,335,433,129,84,95,0,0,of
625,347,816,856,650,130,86,197,0,0,home
424,753,818,762,443,152,225,218,0,1,two
352,859,761,515,371,77,66,152,1,1,a
521,620,694,539,897,33,220,34,0,0,seven
914,798,626,454,374,166,181,104,1,1,have
460,867,791,884,391,71,119,181,0,0,twenty
448,489,738,539,689,144,214,212,0,1,water
895,428,487,427,912,43,163,134,1,0,heavy
613,774,501,465,760,219,64,123,1,0,g
393,689,617,688,452,27,42,134,0,0,l
530,476,527,557,486,42,183,93,0,0,yesterday
664,846,460,835,825,108,179,53,1,0,b
540,836,465,891,473,205,169,75,1,0,head
914,514,695,780,889,24,95,132,0,1,p
836,356,344,845,784,109,210,171,0,1,nine
510,524,456,396,432,228,247,16,0,1,them
604,509,524,393,438,195,108,183,0,0,six
522,606,406,691,885,21,95,42,1,0,w
618,593,698,413,731,173,229,88,1,1,t
419,670,647,671,436,52,36,127,0,0,l
429,845,804,868,639,155,188,31,1,0,their
541,656,671,466,822,53,196,70,0,0,seven
515,626,697,498,841,40,228,49,0,0,seven
425,616,458,739,401,180,168,55,1,1,thirty
514,492,722,508,903,120,204,208,1,1,apple
390,441,351,374,497,1,41,32,1,0,e
515,420,773,563,799,39,60,133,0,1,eat
546,468,509,543,467,57,172,102,0,0,yesterday
307,644,891,538,423,223,240,73,1,1,old
428,648,810,390,603,209,200,162,1,0,x
440,426,762,523,656,141,203,210,0,1,water
485,386,475,378,764,91,147,241,0,0,outside
823,507,506,723,797,56,63,64,0,0,c
409,547,807,610,503,70,151,142,1,0,fifty
675,473,398,903,404,111,90,58,0,1,y
326,824,767,487,367,53,96,134,1,1,a
458,774,703,799,637,71,114,74,0,1,sixty
474,504,835,678,820,40,200,91,0,0,him
455,772,692,835,691,51,136,67,0,1,sixty
875,558,849,593,709,24,144,88,0,0,four
461,629,452,409,696,157,5,179,0,1,your
795,534,522,666,828,70,66,63,0,0,c
452,372,791,482,364,124,83,102,1,1,no
708,789,738,526,827,198,50,201,0,1,v
385,726,844,411,448,126,222,47,1,1,hand
461,891,802,917,439,88,147,196,0,0,twenty
961,550,572,798,473,213,0,215,1,1,j
850,352,503,784,554,132,53,228,0,0,how
501,399,811,571,773,33,68,133,0,0,eat
722,840,466,765,324,189,26,146,1,1,yes
464,349,438,385,758,82,159,226,0,0,outside
679,840,563,569,600,122,59,62,1,0,q
430,848,869,898,387,79,97,179,0,0,twenty
522,425,874,822,456,45,105,196,0,1,k
630,421,821,877,669,131,59,211,0,0,home
380,656,858,578,398,194,212,36,1,0,old
719,437,699,713,496,207,65,129,0,0,or
680,812,704,474,821,14,173,47,1,0,drink
483,809,712,773,667,66,136,67,0,1,sixty
519,870,386,697,736,160,53,95,0,1,one
351,641,856,570,377,205,223,55,0,1,old
568,671,672,409,430,103,103,132,1,0,u
447,608,514,446,931,204,221,20,0,1,n
895,297,486,738,549,136,68,206,1,0,how
853,377,583,774,558,153,62,176,1,0,how
335,600,854,534,359,215,184,52,1,1,old
402,489,825,589,552,69,172,156,1,0,fifty
591,832,759,419,482,72,38,213,0,0,has
593,593,525,657,392,43,211,65,1,1,time
815,391,391,883,759,87,208,191,1,1,nine
598,688,883,720,848,178,62,140,0,1,f
591,932,544,688,371,116,22,149,1,0,opposite
534,689,576,655,549,187,24,153,1,0,where
598,589,473,589,830,97,71,106,0,1,hands
465,915,803,885,405,81,125,211,0,0,twenty
465,807,428,504,900,83,163,102,0,0,three
851,845,634,427,351,174,211,102,0,1,have
388,545,667,354,874,231,217,176,0,1,when
551,663,688,433,471,104,108,122,1,0,u
616,583,727,441,700,171,252,89,1,0,t
553,854,434,690,714,151,27,98,0,1,one
664,392,476,544,617,110,79,230,0,1,why
411,358,802,435,393,121,76,116,1,1,no
424,907,459,536,409,82,105,151,0,1,hours
650,463,427,873,439,96,75,73,0,1,y
773,830,413,637,422,128,182,214,1,1,once
539,819,382,737,691,162,34,80,0,1,one
853,533,513,691,804,85,62,60,0,0,c
356,867,289,410,821,200,34,144,1,0,ten
666,445,554,844,817,239,64,176,0,1,half
